"Moscow" (55.7558, 37.6178) 17125000
"Stegalovka" (52.4136, 38.3111) 1192
"Nugush" (53.0440, 56.4454) 1190
"Belenikhino" (50.9400, 36.6267) 1183
"Mirnoye" (45.2847, 43.6869) 1183
"Ababkovo" (56.0272, 43.1564) 1181
"Aitovo" (53.5272, 54.2069) 1176
"Yel’digino" (56.1158, 37.8067) 1172
"Khotoch" (42.4057, 46.9566) 1172
"Novomikhaylovskiy" (53.9011, 54.1364) 1172
"Rozovka" (44.4450, 43.1333) 1172
"Khindakh" (42.4057, 46.9566) 1170
"Shibertuy" (50.7981, 107.8717) 1167
"Dobrovol’noye" (45.5944, 42.4019) 1167
"Zaledeyevo" (58.6719, 98.8086) 1167
"Yedrovo" (57.9175, 33.6161) 1166
"Vysokoye" (59.6508, 39.8881) 1165
"Romanovka" (53.2147, 112.7800) 1164
"Turag" (41.8603, 47.9740) 1164
"Bol’shoye Uro" (53.5439, 109.8428) 1160
"Novikovo" (52.6222, 85.9639) 1157
"Nezhegol" (50.4298, 37.0167) 1156
"Afanasyevka" (50.7859, 38.5998) 1156
"Tugozvonovo" (52.0731, 82.6003) 1156
"Ogorodtakh" (62.4439, 130.1306) 1156
"Golubino" (50.8257, 37.7788) 1154
"Vasilchuki" (52.2722, 78.9511) 1154
"Evoron" (51.3917, 136.3367) 1153
"Chërkëkh" (62.1861, 133.2292) 1152
"Yelizavetinka" (51.7722, 59.7335) 1149
"Verkh-Anuyskoye" (52.2078, 84.5922) 1148
"Uryung-Khaya" (72.8119, 113.2322) 1147
"Belsk" (52.8711, 103.0780) 1144
"Novaya Balkariya" (43.6517, 44.1758) 1142
"Perlëvka" (51.8497, 38.8550) 1139
"Zhemchug" (51.6889, 102.4586) 1138
"Porechye" (55.7142, 35.5467) 1138
"Terskol" (43.2478, 42.5197) 1138
"Cherbi" (51.9000, 94.6000) 1136
"Baykibashevo" (55.8072, 56.5775) 1133
"Tatil" (41.9879, 47.9951) 1132
"Staryy Studenets" (54.8821, 48.2613) 1132
"Ushaki" (59.4772, 30.9986) 1130
"Mayskoye" (52.2725, 50.0339) 1128
"Zhuravlevo" (54.7844, 85.0625) 1127
"Verkhniy Fiagdon" (42.8333, 44.3000) 1124
"Kamyshovka" (48.5509, 134.6062) 1123
"Verkhoyansk" (67.5500, 133.3833) 1122
"Lipovka" (51.5493, 47.4043) 1122
"Karamaly-Gubeyevo" (54.3511, 54.0581) 1120
"Bazhenovo" (53.9750, 53.9014) 1120
"Tazlarovo" (52.1492, 56.6814) 1119
"Chernolesovskiy" (54.8586, 55.8172) 1118
"Kashary" (52.4667, 38.9500) 1118
"Mozhayka" (52.4119, 110.7853) 1117
"Dzherokay" (44.9933, 40.3113) 1116
"Vysotsk" (60.6167, 28.5667) 1115
"Andreyevka" (54.1478, 48.8406) 1115
"Sosnovka" (54.1017, 46.6433) 1113
"Chesmenka" (51.2903, 40.1703) 1112
"Shabur" (51.4681, 108.3117) 1112
"Yasnoye" (50.6381, 142.7133) 1111
"Vasil’yevskoye" (56.9317, 41.6639) 1110
"Shemi" (51.1597, 91.2922) 1110
"Irib" (42.1614, 46.8183) 1106
"Orada Chugli" (42.4939, 47.2236) 1105
"Novyye Kiyeshki" (54.3378, 56.4306) 1105
"Gusevo" (53.2678, 58.7375) 1102
"Ivanovka" (55.1315, 75.2151) 1101
"Novoyarki" (53.5955, 80.8745) 1100
"Otyassy" (53.2389, 41.6500) 1099
"Poldnëvoye" (45.8530, 47.9560) 1097
"Staryy Kurdym" (56.2519, 55.4867) 1095
"Bratki" (51.5899, 41.4849) 1095
"Bayki" (55.8417, 56.8144) 1095
"Dyrestuy" (50.6581, 106.0695) 1095
"Novonagayevo" (55.9222, 54.2439) 1093
"Kakhib" (42.4292, 46.5987) 1092
"Chumikan" (54.7000, 135.3000) 1091
"Pushkino" (52.3275, 40.3656) 1091
"Tidib" (42.3911, 46.5771) 1090
"Klyuchi" (56.3000, 160.8500) 1089
"Bayangol" (50.6994, 103.4714) 1087
"Khotmyzhsk" (50.5917, 35.8706) 1086
"Bakhilovo" (53.4017, 49.6322) 1086
"Panteleymonovka" (45.6375, 133.5917) 1086
"Gafurovo" (54.5250, 53.6961) 1083
"Yelan" (50.5400, 107.3333) 1082
"Vasilyevka" (52.9936, 49.3260) 1082
"Kuterem" (55.9919, 54.5197) 1081
"Kepteni" (62.7833, 130.7500) 1081
"Nagornoye" (43.4171, 45.1803) 1081
"Batlaich" (42.5545, 46.7537) 1081
"Syrostan" (55.0633, 59.9003) 1079
"Khoredzh" (41.7481, 47.8669) 1079
"Voronok" (52.3625, 32.6711) 1076
"Kuptsovo" (50.3169, 45.0036) 1075
"Bryansk" (52.0261, 106.8483) 1075
"Tarasovo" (56.2534, 54.1116) 1075
"Kokhanovskoye" (43.8369, 46.9708) 1071
"Tyumenyak" (54.6836, 53.7947) 1070
"Verkhososna" (50.7266, 38.2372) 1069
"Bzhedugkhabl" (44.9767, 39.7069) 1068
"Ilchimbetovo" (54.6389, 53.5744) 1067
"Ablayevo" (54.9745, 54.8370) 1067
"Mirnyy" (54.6983, 54.8722) 1067
"Okino-Klyuchi" (50.5989, 107.1033) 1066
"Staroye Sindrovo" (54.4200, 44.1100) 1066
"Akutikha" (52.4339, 84.4744) 1063
"Ulyun" (53.8272, 109.9103) 1061
"Berëzovka" (51.1808, 45.9169) 1060
"Abram-Tyube" (44.3058, 45.2717) 1059
"Marushka" (52.8764, 85.4970) 1059
"Ust’-Egita" (52.3336, 110.6114) 1058
"Nizhnesikiyazovo" (56.1214, 55.9003) 1058
"Pshicho" (45.0618, 40.1764) 1057
"Sovetskoye" (43.5982, 46.6955) 1057
"Burkikhan" (41.8078, 47.5375) 1056
"Shumash" (54.6675, 39.8133) 1056
"Komsomol’skoye" (50.7792, 47.0444) 1056
"Kosoy Brod" (56.4792, 60.3275) 1055
"Levaya Rossosh’" (51.3339, 39.4017) 1054
"Suyerskoye" (56.2540, 66.0300) 1053
"Ulekchin" (50.4775, 104.2869) 1052
"Novo-Nikol’skoye" (56.5667, 37.5333) 1048
"Belozerye" (54.3325, 47.1678) 1040
"Stan-Bekhtemir" (52.6067, 85.6261) 1038
"Bezengi" (43.2128, 43.2794) 1038
"Pervomayskoye" (55.0793, 47.3726) 1037
"Kabykhabl’" (45.0430, 40.1784) 1035
"Novomikhaylovka" (53.2529, 91.5673) 1034
"Gruzskoye" (50.5080, 35.9740) 1033
"Dzhalykovo" (45.6083, 47.4336) 1032
"Zavety Il’icha" (51.3531, 46.4289) 1032
"Shchuch’ye" (50.9381, 39.7386) 1029
"Klimovo" (55.3606, 47.2219) 1029
"Dëmskiy" (53.5381, 54.4550) 1028
"Staryy Togul" (53.4292, 85.9006) 1026
"Semënovka" (50.4867, 45.3203) 1023
"Melensk" (52.6333, 32.9294) 1021
"Rovdino" (61.6867, 42.5414) 1021
"Shumyatino" (54.9946, 36.3462) 1021
"Ureno-Karlinskoye" (54.2938, 47.2526) 1020
"Khasanay" (43.6303, 46.7104) 1017
"Dede-Ichetuy" (50.7333, 105.4333) 1015
"Kidysh" (54.1499, 60.0895) 1014
"Alekseyevka" (53.5522, 61.4583) 1013
"Beloozërsk" (50.6536, 105.7158) 1011
"Natal’ino" (55.5311, 42.5194) 1010
"Abalak" (58.1297, 68.5975) 1009
"Yerakhtur" (54.7047, 41.1356) 1008
"Saidkent" (41.7000, 48.1136) 1007
"Yumashevo" (52.5053, 57.9436) 1006
"Podlopatki" (50.9181, 107.0967) 1006
"Kyrlyk" (50.8053, 84.9447) 1006
"Apsua" (44.4500, 41.7936) 1006
"Kalinniki" (55.2431, 55.7469) 1005
"Komarikha" (51.9242, 82.7169) 1002
"Yuryevo" (55.1514, 74.2029) 1002
